Genesis	ᎼᏏ ᎢᎬᏱᏱ ᎤᏬᏪᎳᏅᎯ
They were both naked, the man and his wife, and were not ashamed.	ᎢᏧᎳᏃ ᏧᏂᏰᎸᎭ ᎨᏎᎢ, ᎠᏍᎦᏯ ᎠᎴ ᎤᏓᎵᎢ, ᎠᎴ ᎥᏝ ᏯᎾᏕᎰᏍᎨᎢ.
Chapter 3	ᎠᏯᏙᎸᎢ 3
Now the serpent was more subtle than any animal of the field which Yahweh God had made. He said to the woman, "Has God really said, 'You shall not eat of any tree of the garden?'"	ᎢᎾᏛᏃ ᎤᏟ ᎠᏏᎾᏌᏂᏳ ᎨᏎᎢ, ᎡᏍᎦᏉ ᎾᏂᎥ ᎢᎾᎨ ᎠᏁᎯ ᏱᎰᏩ ᎤᏁᎳᏅᎯ ᏧᏬᏢᏅᎯ. ᎯᎠᏃ ᏄᏪᏎᎴ ᎠᎨᏴ; ᎤᏙᎯᏳᎯᏍᎪ ᎤᏁᎳᏅᎯ ᎯᎠ ᏄᏪᏒ? ᏞᏍᏗ ᏂᎦᏛ ᎠᏫᏒᏗᏱ ᏥᏕᏡᎦ ᎢᏍᏓᎵᏍᏓᏴᏔᏅᎩ.
The woman said to the serpent, "Of the fruit of the trees of the garden we may eat,	ᎠᎨᏴᏃ ᎯᎠ ᏄᏪᏎᎴ ᎢᎾᏛ; ᏰᎵᏉ ᎦᏲᎩᏂᎩᏍᏗ ᎤᏓᏔᏅᎯ ᎠᏫᏒᏗᏱ ᏥᏕᏡᎦ.
but of the fruit of the tree which is in the middle of the garden, God has said, 'You shall not eat of it, neither shall you touch it, lest you die.'"	ᎾᏍᎩᏂ ᎤᏓᏔᏅᎯ ᎠᏫᏒᏗᏱ ᎠᏰᎵ ᏥᏡᎦ ᎾᏍᎩ ᎤᏁᎳᏅᎯ ᎯᎠ ᏃᎩᏂᏪᏎᎸ; ᏞᏍᏗ ᎢᏍᏓᎵᏍᏓᏴᏔᏅᎩ ᎠᎴ ᏞᏍᏗ ᎢᏍᏓᏒᏂᎸᎩ, ᏱᏕᏍᏗᏲᎱᎯ ᎾᏏ.
The serpent said to the woman, "You won't surely die,	ᎢᎾᏛᏃ ᎯᎠ ᏄᏪᏎᎴ ᎠᎨᏴ; ᎥᏝ ᎤᏙᎯᏳᏒ ᏱᏙᎨᏍᏗᏲᎱᎯ;
for God knows that in the day you eat it, your eyes will be opened, and you will be like God, knowing good and evil."	ᎤᏁᎳᏅᎯᏰᏃ ᎠᎦᏔᎭ ᎾᎯᏳ ᎢᎦ ᎢᏍᏓᎵᏍᏓᏴᏔᏅᎭ ᎿᏉ ᏗᏍᏗᎦᏙᎵ ᏙᏛᎵᏍᏚᎢᏏ, ᎠᎴ ᎤᏁᎳᏅᎯ ᏄᏍᏛ ᎾᏍᎩᏯ ᏂᏍᏓᏍᏕᏍᏗ, ᎢᏍᏗᎦᏔᎮᏍᏗ ᎣᏍᏛ ᎠᎴ ᎤᏲᎢ.
When the woman saw that the tree was good for food, and that it was a delight to the eyes, and that the tree was to be desired to make one wise, she took of its fruit, and ate; and she gave some to her husband with her, and he ate.	ᎠᎨᏴᏃ ᎤᏙᎴᎰᏒ ᎾᏍᎩ ᏡᎬ ᎣᏏᏳ ᎠᎵᏍᏓᏴᏗ ᎨᏒᎢ, ᎠᎴ ᎤᏬᏚᎯᏳ ᎨᏒ ᏗᎧᏃᏗᏱ, ᎠᎴ ᎤᏚᎸᏗᏳ ᎨᏒ ᎥᎦᏔᎿᎢ ᎢᏳᏓᏛᏁᏗᏱ, ᎾᏍᎩ ᏡᎬ ᎤᏛ ᎤᏕᏎ ᎠᎴ ᎤᎨᎢ, ᎾᏍᏉᏃ ᎤᏁᎴ ᎤᏰᎯ, ᎾᏍᏉᏃ ᎾᏍᎩ ᎢᎤᎨᎢ.
The eyes of both of them were opened, and they knew that they were naked. They sewed fig leaves together, and made themselves aprons.	ᎢᏧᎳᏃ ᏗᏂᎦᏙᎵ ᏚᎵᏍᏚᎢᏎᎢ, ᎠᎴ ᎤᎾᏙᎴᎰᏎ ᏧᏂᏰᎸᎭ ᎨᏒᎢ; ᏒᎦᏔᏃ ᎢᏳᏍᏗ ᏧᎦᏄᏓᏛᏅᎯ ᏚᏂᏰᏫᏎᎢ, ᎠᎴ ᏧᎾᏞᏌᏙ ᏚᏃᏢᏁᎢ.
They heard the voice of Yahweh God walking in the garden in the cool of the day, and the man and his wife hid themselves from the presence of Yahweh God among the trees of the garden.	ᎤᎾᏛᎦᏁᏃ ᎤᏃᏴᎬ ᏱᎰᏩ ᎤᏁᎳᏅᎯ ᎡᏙᎲ ᎠᏫᏒᏗᏱ ᏧᏴᏠ ᎤᏒᎯᏰᏱ, ᎠᏓᏫᏃ ᎠᎴ ᎤᏓᎵᎢ ᎠᏫᏒᏗᏱ ᏕᏡᎬᎢ ᎤᎾᏗᏍᎦᎳᏁᎴ ᏱᎰᏩ ᎤᏁᎳᏅᎯ.
Yahweh God called to the man, and said to him, "Where are you?"	ᏱᎰᏩᏃ ᎤᏁᎳᏅᎯ ᏭᏯᏅᎮ ᎠᏓᏫ, ᎭᏢ ᎮᏙᎭ? ᎤᏬᏎᎴᎢ.
The man said, "I heard your voice in the garden, and I was afraid, because I was naked; and I hid myself."	ᎯᎠᏃ ᏄᏪᏎᎢ; ᎠᏆᏛᎦᏅᎩ ᎤᏃᏴᎬ ᎮᏙᎲ ᎠᏫᏒᏗᏱ, ᎠᎴ ᏥᏍᎦᎢᎲᎩ, ᎠᎩᏰᎸᎭᏰᏃ ᎨᏒᎩ; ᎠᏆᏗᏍᎦᎳᏅᎩᏃ.
God said, "Who told you that you were naked? Have you eaten from the tree that I commanded you not to eat from?"	ᎯᎠᏃ ᏄᏪᏎᎢ; ᎦᎪ ᎢᏣᏃᏁᎴ ᏣᏰᎸᎭ ᎨᏒᎢ? ᏥᎪ ᎢᏣᎬ ᎤᏓᏔᏅᎯ ᏡᎬᎢ, ᏞᏍᏗ ᏣᎬᎩ ᏥᎬᏲᏎᎸᎩ?
The man said, "The woman whom you gave to be with me, she gave me of the tree, and I ate."	ᎠᏍᎦᏯᏃ ᎯᎠ ᏄᏪᏎᎢ; ᎠᎨᏴ ᏥᏍᎩᎧᏁᎸᎩ ᎣᎩᏁᏓᏍᏗ, ᎾᏍᎩ ᎠᎩᏁᎸᎩ ᏡᎬ ᎤᏓᏔᏅᎯ, ᎠᎴ ᎠᎩᎬᎩ.
Yahweh God said to the woman, "What is this you have done?" The woman said, "The serpent deceived me, and I ate."	ᏱᎰᏩᏃ ᎤᏁᎳᏅᎯ ᎯᎠ ᏄᏪᏎᎴ ᎠᎨᏴ; ᎦᏙ ᎾᏍᎩ ᎯᎠ ᎢᏣᏛᏁᎸ? ᎠᎨᏴᏃ ᎯᎠ ᏄᏪᏎᎢ; ᎢᎾᏛ ᎠᎩᎶᏄᎮᎸᎩ, ᎾᏍᎩᏃ ᎠᎩᎬᎩ.
Yahweh God said to the serpent, "Because you have done this, you are cursed above all livestock, and above every animal of the field. On your belly you shall go, and you shall eat dust all the days of your life.	ᏱᎰᏩᏃ ᎤᏁᎳᏅᎯ ᎯᎠ ᏄᏪᏎᎴ ᎢᎾᏛ; ᎤᏟ ᎢᎦᎢ ᎡᏣᏍᎦᏨᎯ ᎡᏍᎦᏉ ᎾᏂᎥ ᏅᎩ-ᏗᏂᏅᏌᏗ ᎠᎴ ᎢᎾᎨ ᎠᏁᎯ, ᎾᏍᎩ ᏥᎿᏛᎦ ᏅᏓᎦᎵᏍᏙᏓ. ᎭᏓᎾᏏᏂᏙᎮᏍᏗ, ᎠᎴ ᎦᏓ ᎯᎩᏍᎨᏍᏗ ᏂᎪᎯᎸ ᎲᏅᎢ.
I will put enmity between you and the woman, and between your offspring and her offspring. He will bruise your head, and you will bruise his heel."	ᎠᎴ ᏗᏍᏓᏓᏍᎦᎩᏳ ᏅᏓᏍᏛᏴᏁᎵ ᏂᎯ ᎠᎴ ᎠᎨᏴ, ᎠᎴ ᏣᏁᏉᎥᎯ ᎠᎴ ᎾᏍᎩ ᎤᏁᏉᎥᎯ; ᎾᏍᎩ ᎯᏍᎪᎵ ᏓᏨᏂᎵ, ᏂᎯᏃ ᎦᏗᎨᏂ ᏘᏂᎵ.
To the woman he said, "I will greatly multiply your pain in childbirth. In pain you will bear children. Your desire will be for your husband, and he will rule over you."	ᎯᎠᏃ ᏄᏪᏎᎴ ᎠᎨᏴ; ᎤᏣᏔᏅᎯ ᏓᎬᏁᏉᎡᎵ ᎡᎯᏍᏗ ᎨᏒ ᏴᏫ ᏕᎯᏁᏉᏍᎬᎢ; ᎡᎯᏍᏗ ᏣᏓᏅᏖᏍᏗ ᏗᏂᏲᎵ ᏕᎯᎾᏄᎪᏫᏍᎨᏍᏗ, ᎠᎴ ᏣᏰᎯ ᎯᏰᎳᏲᏍᎨᏍᏗ ᎠᎴ ᎾᏍᎩ ᏣᏁᏤᎵᏙᎯ ᎨᏎᏍᏗ.
To Adam he said, "Because you have listened to your wife's voice, and have eaten of the tree, of which I commanded you, saying, 'You shall not eat of it,' cursed is the ground for your sake. In toil you will eat of it all the days of your life.	ᎠᏓᏫᏃ ᎯᎠ ᏄᏪᏎᎴᎢ; ᎤᏓᎦᎵᏍᏙᏓ ᏣᏓᎵᎢ ᎧᏁᎬ ᏣᏛᏓᏍᏓ, ᎠᎴ ᏡᎬ ᎤᏓᏔᏅᎯ ᏥᎦ, ᏥᎬᏅᏍᏓᏕᎸᎩ, ᏞᏍᏗ ᏣᎬᎩ ᏥᎬᏲᏎᎸᎩ, ᎦᏙᎯ ᎠᏍᎦᏨᎯ ᏂᎦᎵᏍᏓ ᏂᎯ ᏅᏂᏌ; ᎤᏲ ᏣᏓᏅᏖᏍᏗ ᎾᎿ ᎤᏛᏒᎯ ᎯᎩᏍᎨᏍᏗ ᏂᎪᎯᎸ ᎲᏅᎢ.
It will yield thorns and thistles to you; and you will eat the herb of the field.	ᎠᎴ ᎾᏍᏉ ᏥᏍᏚᏂᎩᏍᏗ ᎠᎴ ᏥᏥ ᏣᎵᏰᏁᎮᏍᏗ, ᏎᎸᏃ ᏠᎨᏏ ᎡᎯ ᎭᎵᏍᏓᏴᏗᏍᎨᏍᏗ.
By the sweat of your face will you eat bread until you return to the ground, for out of it you were taken. For you are dust, and to dust you shall return."	ᎠᎵ ᏣᎸᎯ ᏣᎧᏛᎢ ᎦᏚ ᎯᎩᏍᎨᏍᏗ ᎬᏂ ᎦᏙᎯ ᏫᎯᎷᏥᏌᏅᎭ, ᎾᎿᏰᏃ ᏪᏣᏯᏅᏛ; ᎦᏓᏰᏃ ᏂᎯ, ᎠᎴ ᎦᏙᎯ ᏮᏛᎯᎷᏥᏌᏂ.
The man called his wife Eve, because she was the mother of all living.	ᎠᏓᏫᏃ ᎢᏫ ᏚᏬᎡ ᎤᏓᎵᎢ, ᏂᎦᏛᏰᏃ ᏴᏫ ᏗᏅᏃᏛ ᎾᏍᎩ ᎤᏂᏥ ᎨᏎᎢ.
Yahweh God made coats of skins for Adam and for his wife, and clothed them.	ᏱᎰᏩᏃ ᎤᏁᎳᏅᎯ ᎦᏁᎦ ᏚᏬᏢᏔᏁ ᎠᏓᏫ ᎠᎴ ᎤᏓᎵᎢ ᏧᎾᏄᏬᎢ ᎠᎴ ᎾᏍᎩ ᏚᏄᏬᎡᎢ.
Yahweh God said, "Behold, the man has become like one of us, knowing good and evil. Now, lest he reach out his hand, and also take of the tree of life, and eat, and live forever..."	ᏱᎰᏩᏃ ᎤᏁᎳᏅᎯ ᎯᎠ ᏄᏪᏎᎢ; ᎬᏂᏳᏉ ᏴᏫ ᎠᏴ ᏂᎦᏍᏛ ᎾᏍᎩᏯ ᏂᎦᎵᏍᏓ ᎤᎦᏙᎥᎯᏍᏗᏱ ᎣᏍᏛ ᎠᎴ ᎤᏲᎢ; Ꭷ ᏯᏌᎳᏛᎦᏰᏃ ᎤᏬᏰᏂ, ᎠᎴ ᏯᎩ ᎤᏓᏔᏅᎯ ᏡᎬ ᎬᏂᏛ ᎠᏓᏩᏛᎡᎯ, ᎠᎴ ᎾᏍᎩ ᏯᎦ, ᎠᎴ ᎠᏲᎱᏍᎩ ᏂᎨᏒᎾ ᏱᏂᎦᎵᏍᏓ.
Therefore Yahweh God sent him out from the garden of Eden, to till the ground from which he was taken.	ᎾᏍᎩᏃ ᎢᏳᏍᏗ ᏱᎰᏩ ᎤᏁᎳᏅᎯ ᎤᏄᎪᏫᏎ ᎢᏗᏂ ᎠᏫᏒᏗᏱ, ᎤᎶᎪᏗᏱ ᎦᏙᎯ ᏩᏥᏯᏅᎲᎢ.
So he drove out the man; and he placed Cherubs at the east of the garden of Eden, and the flame of a sword which turned every way, to guard the way to the tree of life.	ᎤᎨᎯᏙᎴᏃ ᏴᏫ; ᏚᏪᎧᏁᏃ ᎠᏂᎩᎷᏫ ᏗᎧᎸᎬ ᎢᏗᏢ ᎠᏫᏒᏗᏱ, ᎠᎴ ᎾᎿ ᏄᏩᏁᎴ ᎬᏩᏔᎷᎩᏍᎩ ᎠᏰᎳᏍᏗ-ᎦᏅᎯᏛ ᎤᏚᏫᏛ ᎠᎦᏔᎮᏍᎩ, ᎠᎦᏘᏰ ᎦᏅᏅ ᏡᎬ ᎬᏂᏛ ᎠᏓᏩᏛᎡᎯ ᏫᎦᏅᏅᎢ.
Chapter 4	ᎠᏯᏙᎸᎢ 4
The man knew Eve his wife. She conceived, and gave birth to Cain, and said, "I have gotten a man with Yahweh's help."	ᎠᏓᏫᏃ ᎤᎦᏙᎥᏎ ᎢᏫ ᎤᏓᎵᎢ; ᎠᎴ ᎾᏍᎩ ᎤᏁᎵᏤᎢ, ᎠᎴ ᎤᎾᏄᎪᏫᏎ ᎨᏂ, ᎠᎴ ᎯᎠ ᏄᏪᏎᎢ, ᏱᎰᏩᏍᎩᏂ ᎠᎩᎧᏏ ᎠᏍᎦᏯ.
Again she gave birth, to Cain's brother Abel. Abel was a keeper of sheep, but Cain was a tiller of the ground.	ᏔᎵᏁᏃ ᎤᎾᏄᎪᏫᏎ ᎤᏅᏟ ᎡᏈᎵ. ᎡᏈᎵᏃ ᎠᏫ ᏗᎦᏘᏯ ᎨᏎᎢ, ᎨᏂᏍᎩᏂ ᏠᎨᏏ ᏧᎸᏫᏍᏓᏁᎯ ᎨᏎᎢ.
As time passed, it happened that Cain brought an offering to Yahweh from the fruit of the ground.	ᎢᎸᎯᏳᏃ ᎢᏴᏛ ᎯᎠ ᏄᎵᏍᏔᏁᎢ, ᎨᏂ ᎤᏲᎮᎴ ᏱᎰᏩ ᎠᎵᏍᎪᎸᏔᏅᎯ ᎦᏙᎯ ᎤᏛᏒᎯ.
Abel also brought some of the firstborn of his flock and of its fat. Yahweh respected Abel and his offering,	ᎡᏈᎵᏃ ᎾᏍᏉ ᎤᏲᎴ ᎤᏤᎵ ᎢᎬᏱᏱ ᏗᎨᎦᏅᏅᎯ ᎠᏫ ᎠᎴ ᎤᎵᏦᎯᏛ. ᏱᎰᏩᏃ ᏚᏓᏂᎸᏤ ᎡᏈᎵ ᎠᎴ ᎾᏍᎩ ᎤᎵᏍᎪᎸᏔᏅᎯ.
but he didn't respect Cain and his offering. Cain was very angry, and the expression on his face fell.	ᎨᏂᏍᎩᏂ ᎠᎴ ᎾᏍᎩ ᎤᎵᏍᎪᎸᏔᏅᎯ ᎥᏝ ᏱᏚᏓᏂᎸᏤᎢ. ᎨᏂᏃ ᎤᏣᏘ ᎤᏔᎳᏬᏎᎢ, ᎠᎴ ᎤᎧᏛ ᎡᎳᏗ ᏄᎵᏍᏔᏁᎢ.
Yahweh said to Cain, "Why are you angry? Why has the expression of your face fallen?	ᏱᎰᏩᏃ ᎯᎠ ᏄᏪᏎᎴ ᎨᏂ, ᎦᏙᏃ ᎢᏣᏔᎳᏬᏍᎦ? ᎠᎴ ᎦᏙᏃ ᏣᎧᏛ ᎡᎳᏗ ᏂᎤᏍᏗ?
If you do well, will it not be lifted up? If you don't do well, sin crouches at the door. Its desire is for you, but you are to rule over it."	ᎢᏳᏰᏃ ᎣᏏᏳ ᏱᏂᏣᏛᏁᎸ, ᏝᏍᎪ ᏱᏙᎦᏰᏣᏓᏂᎸᎩ? ᎣᏏᏳᏃ ᏂᏣᏛᏁᎸᎾ ᏱᎩ, ᎠᏍᎦᏂ ᎦᎶᎯᏍᏗᏱ ᎦᏅᎦ. ᎠᎴᏃ ᏂᎯ ᏕᏣᎧᏂᏏᏍᎨᏍᏗ, ᎠᎴ ᎯᏁᏤᎵᏙᎯ ᎨᏎᏍᏗ.
Cain said to Abel, his brother, "Let's go into the field." It happened when they were in the field, that Cain rose up against Abel, his brother, and killed him.	ᎨᏂᏃ ᎤᎵᏃᎮᏔᏁ ᎤᏅᏟ ᎡᏈᎵ: ᎠᎴ ᎯᎠ ᏄᎵᏍᏔᏁᎢ, ᏠᎨᏏ ᎠᏁᏙᎲᎢ, ᎨᏂ ᏚᎦᏘᎸᏎ ᎤᏅᏟ ᎡᏈᎵ, ᎠᎴ ᎤᎴᎢ.
Yahweh said to Cain, "Where is Abel, your brother?" He said, "I don't know. Am I my brother's keeper?"	ᏱᎰᏩᏃ ᎯᎠ ᏄᏪᏎᎴ ᎨᏂ, ᎭᏢ ᎡᏣᏛᏟ ᎡᏈᎵ? ᎯᎠᏃ ᏄᏪᏎᎢ, Ꮭ ᏱᎩᎦᏔᎭ: ᏥᎪ ᎠᏴ ᎥᎩᏅᏟ ᏥᎦᏘᏯ?
Yahweh said, "What have you done? The voice of your brother's blood cries to me from the ground.	ᎯᎠᏃ ᏄᏪᏎᎢ, ᎦᏙ ᏣᏛᏁᎸ? ᎦᏙᎯ ᎢᏴᏛ ᏗᏆᎵᏍᏓᏁ ᎡᏣᏅᏟ ᎤᎩᎬ.
Now you are cursed because of the ground, which has opened its mouth to receive your brother's blood from your hand.	ᎠᎴ ᎿᏉ ᎡᏣᏍᎦᏨᎯ ᎡᎶᎯ, ᎾᏍᎩ ᏧᏔᎶᏅ ᎡᏣᏅᏟ ᎤᎩᎬ ᏥᏣᏗᏔᏏ;
From now on, when you till the ground, it won't yield its strength to you. You shall be a fugitive and a wanderer in the earth."	ᎢᏳᏃ ᎦᏙᎯ ᏕᎯᎶᎩᏍᎨᏍᏗ, ᎪᎯ ᎢᏳᏓᎴᏅᏛ ᎥᏝ ᎣᏍᏛ ᏱᏣᏛᎯᏎᎮᏍᏗ; ᎠᎴ ᏣᎵᏘᏛᏉ ᎠᎴ ᎾᎭᎴᏁᎯᏉ ᎨᏎᏍᏗ ᎡᎶᎯ.
Cain said to Yahweh, "My punishment is greater than I can bear.	ᎨᏂᏃ ᎯᎠ ᏄᏪᏎᎴ ᏱᎰᏩ, ᎠᎩᏍᏛᏗᏍᎬ ᎡᏉᎯᏉ; ᎥᏝ ᎾᏍᎩ ᏱᏂᎬᏂᎥ.
Behold, you have driven me out this day from the surface of the ground. I will be hidden from your face, and I will be a fugitive and a wanderer in the earth. It will happen that whoever finds me will kill me."	ᎬᏂᏳᏉ, ᎪᎯ ᎢᎦ ᏍᎩᎨᎯᏓ ᎡᎶᎯ; ᎠᎴ ᏂᎯ ᏗᏣᎧᎿᏂᏓᏍᏗᏱ ᎠᏆᏗᏍᎦᎴᏍᏗ; ᎠᎴ ᎠᏆᎵᏗᏛ ᎠᎴ ᎾᎦᎴᏁᎯ ᎨᏎᏍᏗ ᎡᎶᎯ; ᎠᎴ ᎯᎠ ᏅᏓᎦᎵᏍᏔᏂ, ᎩᎶᏉ ᎠᎩᏩᏛᎲᎭ ᎠᎩᎯᏍᏗ ᎨᏎᏍᏗ.
Yahweh said to him, "Therefore whoever slays Cain, vengeance will be taken on him sevenfold." Yahweh appointed a sign for Cain, lest any finding him should strike him.	ᏱᎰᏩᏃ ᎯᎠ ᏄᏪᏎᎴᎢ, ᎢᏳᏃ ᎩᎶ ᎢᎠᎯᎮᏍᏗ ᎨᏂ, ᎦᎵᏉᎩ ᎢᏳᏩᎫᏗ ᎠᎦᏞᏤᏗ ᎨᏎᏍᏗ: ᎠᎴ ᏱᎰᏩ ᎤᏬᏪᎳᏁ ᎨᏂ, ᎾᏍᎩ ᎩᎶ ᏳᏩᏛᎲ ᎤᎯᏍᏗᏱᏉ ᏂᎨᏒᎾ.
Cain went out from Yahweh's presence, and lived in the land of Nod, east of Eden.	ᎨᏂᏃ ᎤᏓᏅᎡᎴ ᏱᎰᏩ, ᎠᎴ ᏃᏗᏱ ᏭᏁᎳᏕᎢ, ᎾᏍᎩ ᎢᏗᏂ ᎨᏒ ᏗᎧᎸᎬ ᏫᏚᏳᎪᏛᎢ.
Cain knew his wife. She conceived, and gave birth to Enoch. He built a city, and called the name of the city, after the name of his son, Enoch.	ᎨᏂᏃ ᎤᎦᏙᎥᏎ ᎤᏓᎵᎢ, ᎠᎴ ᎤᏁᎵᏤᎢ, ᎠᎴ ᎤᎾᏄᎪᏫᏎ ᎢᎾᎩ; ᎠᎴ ᎤᏪᏚᏁᎢ, ᎠᎴ ᎦᏚᎲ ᎤᏪᏥ ᏚᏙᎥ ᎢᎾᎩ ᏚᏬᏍᏔᏁᎢ.
To Enoch was born Irad. Irad became the father of Mehujael. Mehujael became the father of Methushael. Methushael became the father of Lamech.	ᎢᎾᎩᏃ ᎤᏪᏥ ᎢᎳᏗ ᎤᏕᏁᎢ: ᎠᎴ ᎢᎳᏗ ᎤᏪᏥ ᎻᎱᏤᎵ ᎤᏕᏁᎢ: ᎻᎱᏤᎵᏃ ᎤᏪᏥ ᎻᏚᏎᎵ ᎤᏕᏁᎢ: ᎻᏚᏎᎵᏃ ᎤᏪᏥ ᎴᎻᎩ ᎤᏕᏁᎢ.
Lamech took two wives: the name of the one was Adah, and the name of the other Zillah.	ᎴᎻᎩᏃ ᎠᏂᏔᎵ ᏚᏓᏴᏎᎢ: ᏌᏉ ᎡᏓ ᏚᏙᎡᎢ, ᏐᎢᏃ ᏥᎳ ᏚᏙᎡᎢ.
Adah gave birth to Jabal, who was the father of those who dwell in tents and have livestock.	ᎡᏓᏃ ᏤᏆᎵ ᎤᎾᏄᎪᏫᏎᎢ: ᎾᏍᎩᏃ ᎯᎠ ᏕᎦᎵᏦᏛ ᏗᎾᏁᎳᏗᏍᎩ, ᎠᎴ ᎤᏂᎾᏝᎾᎢ ᏥᎩ, ᎤᏂᏙᏓ ᎨᏎᎢ.
His brother's name was Jubal, who was the father of all who handle the harp and pipe.	ᎤᏅᏟᏃ ᏧᏆᎵ ᏚᏙᎡᎢ; ᎾᏍᎩᏃ ᎯᎠ ᏗᎧᏃᎩᏍᏗ ᎠᎴ ᎠᏤᎷᎩ ᏗᏂᏃᎩᏍᏗᏍᎩ ᏥᎩ ᎤᏂᏙᏓ ᎨᏎᎢ.
Zillah also gave birth to Tubal Cain, the forger of every cutting instrument of brass and iron. Tubal Cain's sister was Naamah.	ᏥᎳᏃ ᎾᏍᏉ ᏚᏆᎵ-ᎨᏂ ᎤᎾᏄᎪᏫᏎᎢ; ᎾᏍᎩ ᏗᎨᏲᎲᏍᎩ ᎨᏎ ᎠᏃᏢᏅᎥᏍᎩ ᏄᏓᎴᏒ ᎥᏣᏱ ᎠᎴ ᏔᎷᎩᏍᎩ ᎠᏃᏢᏅᎥᏍᎬᎢ: ᏚᏆᎵᎨᏂᏃ ᎤᏙ ᏁᎹ ᏚᏙᎡᎢ.
Lamech said to his wives, "Adah and Zillah, hear my voice. You wives of Lamech, listen to my speech, for I have slain a man for wounding me, a young man for bruising me.	ᎴᎻᎩᏃ ᎯᎠ ᏂᏚᏪᏎᎴ ᏧᏓᎵᎢ: ᎡᏓ ᎠᎴ ᏥᎳ, ᏍᏓᏛᎬᎦ ᏥᏁᎬᎢ, ᎴᎻᎩ ᏧᏓᎵᎢ, ᏍᏓᏛᏓᏍᏓ ᏥᏬᏂᏍᎬᎢ: ᎠᏍᎦᏯᏰᏃ ᏥᎸ ᎠᎩᏐᏅᏍᎬ ᏅᏓᎦᎵᏍᏙᏓ, ᎠᎴ ᎠᏫᏅ [ᏥᎸ] ᎡᎯᏍᏗ ᎾᏋᏁᎲ ᏅᏓᎦᎵᏍᏙᏓ.
If Cain will be avenged seven times, truly Lamech seventy-seven times."	ᎢᏳᏃ ᎨᏂ [ᎤᎸᎯ] ᎦᎵᏉᎩ ᎢᏳᏩᎫᏗ ᎠᎦᏞᏤᏗ ᎨᏎᏍᏗ, ᎴᎻᎩ [ᎤᎸᎯ] ᎦᎵᏆᏍᎪᎯ ᎦᎵᏉᎩ ᎢᏳᏩᎫᏗ ᎠᏎ ᎠᎦᏞᏤᏗ ᎨᏎᏍᏗ.
Adam knew his wife again. She gave birth to a son, and named him Seth, "for God has appointed me another child instead of Abel, for Cain killed him."	ᎠᏓᏫᏃ ᏔᎵᏁ ᎤᎦᏙᎥᏎ ᎤᏓᎵᎢ; ᎤᎾᏄᎪᏫᏎᏃ ᎤᏪᏥ ᎠᏧᏣ ᎠᎴ ᏎᏘ ᏚᏬᎡᎢ: [ᎯᎠᏰᏃ ᏄᏪᏎᎢ;] ᎤᏁᎳᏅᎯ ᎠᎩᎧᏁᎸ ᏅᏩᏓᎴ ᎠᏇᏥ ᎠᎩᏁᏟᏴᏍᏓᏁᎸ ᎡᏈᎵ, ᎾᏍᎩ ᎨᏂ ᏧᎸᎩ.
There was also born a son to Seth, and he named him Enosh. Then men began to call on Yahweh's name.	ᏎᏘᏃ ᎾᏍᏉ ᎤᏪᏥ ᎠᏧᏣ ᎤᏕᏁᎴᎢ ᎢᎾᏏᏃ ᏚᏬᎡᎢ: ᎿᏉᏃ ᎾᎯᏳ ᏴᏫ ᎤᎾᎴᏅᎮ ᏱᎰᏩ ᎤᎾᏓᏙᎵᏍᏓᏁᎴ ᏚᏙᎥ ᎤᏂᏁᎢᏍᏓᏁᎢ.
Chapter 5	ᎠᏯᏙᎸᎢ 5
This is the book of the generations of Adam. In the day that God created man, he made him in God's likeness.	ᎯᎠ ᎪᏪᎵ ᎬᏂᎨᏒ ᎢᎬᏁᎯ ᎠᏓᏫ ᏧᏁᏢᏔᏅᏒᎢ: ᎾᎯᏳ ᎢᎦ ᎤᏁᎳᏅᎯ ᏧᏬᏢᏁ ᏴᏫ, ᎤᏁᎳᏅᎯ ᎤᏩᏒ ᏄᏍᏛ ᏄᏩᏁᎴᎢ;
He created them male and female, and blessed them, and called their name "Adam," in the day when they were created.	ᎠᏍᎦᏯ ᎠᎴ ᎠᎨᏴ ᏂᏚᏩᏁᎴᎢ; ᎠᎴ ᎣᏍᏛ ᏚᏁᏤᎴᎢ, ᎠᎴ ᎠᏓᏫ ᏚᏬᎡᎢ, ᎾᎯᏳ ᎢᎦ ᏚᏬᏢᏅ.
Adam lived one hundred thirty years, and became the father of a son in his own likeness, after his image, and named him Seth.	ᎠᎴ ᎠᏓᏫ ᎠᏍᎪᎯᏧᏈ ᏦᎠᏍᎪᎯ ᎢᏳᏕᏘᏴᏛ ᎡᎮᎢ, ᎿᏉᏃ ᎤᏪᏥ ᎤᏕᏁᎴᎢ, ᎤᏩᏒ ᎤᏰᎶᏎ ᎠᎴ ᎤᏩᏒ ᏄᏍᏛ ᏄᏍᏕᎢ, ᎠᎴ ᏎᏘ ᏚᏬᎡᎢ:
